月描述,乘用销售区域,乘用销售分部,客户编码,客户名称,产品大类,花纹,轮辋（乘用）,车型,规格,品牌（中文）,销售订单数量
2021-01,东北区,驾捷乐商贸,CKH0431030,榆树市龙达轮胎商店,101半钢外胎,PS21,14,轿车,185/60R14,佳安,6
2021-01,东北区,驾捷乐商贸,CKH0431030,榆树市龙达轮胎商店,101半钢外胎,PS21,14,轿车,185/70R14,佳安,4
2021-01,东北区,驾捷乐商贸,CKH0431030,榆树市龙达轮胎商店,101半钢外胎,PS21,15,轿车,185/60R15,佳安,6
2021-01,东北区,驾捷乐商贸,CKH0431030,榆树市龙达轮胎商店,101半钢外胎,PS21,15,轿车,185/65R15,佳安,8
2021-01,东北区,驾捷乐商贸,CKH0431030,榆树市龙达轮胎商店,101半钢外胎,PS21,15,轿车,195/55R15,佳安,3
2021-01,东北区,驾捷乐商贸,CKH0431030,榆树市龙达轮胎商店,101半钢外胎,PS21,15,轿车,195/60R15,佳安,4
2021-01,东北区,驾捷乐商贸,CKH0431030,榆树市龙达轮胎商店,101半钢外胎,PS21,15,轿车,195/65R15,佳安,13
2021-01,东北区,驾捷乐商贸,CKH0431030,榆树市龙达轮胎商店,101半钢外胎,PV600,14,无意义,175/75R14C LT,佳安,4
2021-01,东北区,驾捷乐商贸,CKH0431030,榆树市龙达轮胎商店,101半钢外胎,PV600A,13,小商用,165/70R13C LT,佳安,12
2021-01,东北区,驾捷乐商贸,CKH0431030,榆树市龙达轮胎商店,101半钢外胎,PX50,16,SUV,215/65R16,佳安,2
2021-01,东北区,驾捷乐商贸,CKH0431030,榆树市龙达轮胎商店,101半钢外胎,PX50,17,SUV,215/60R17,佳安,5
2021-01,东北区,驾捷乐商贸,CKH0431031,德惠市建设街郭永山轿车维修部,101半钢外胎,PS20,16,轿车,205/55R16,佳安,16
2021-01,东北区,驾捷乐商贸,CKH0431031,德惠市建设街郭永山轿车维修部,101半钢外胎,PS20,16,轿车,215/60R16,佳安,4
2021-01,东北区,驾捷乐商贸,CKH0431031,德惠市建设街郭永山轿车维修部,101半钢外胎,PS20,17,轿车,215/50R17,佳安,4
2021-01,东北区,驾捷乐商贸,CKH0431031,德惠市建设街郭永山轿车维修部,101半钢外胎,PS20,17,轿车,215/55R17,佳安,4
2021-01,东北区,驾捷乐商贸,CKH0431031,德惠市建设街郭永山轿车维修部,101半钢外胎,PS21,14,轿车,175/65R14,佳安,4
2021-01,东北区,驾捷乐商贸,CKH0431031,德惠市建设街郭永山轿车维修部,101半钢外胎,PS21,14,轿车,175/70R14,佳安,4
2021-01,东北区,驾捷乐商贸,CKH0431031,德惠市建设街郭永山轿车维修部,101半钢外胎,PS21,14,轿车,185/60R14,佳安,24
2021-01,东北区,驾捷乐商贸,CKH0431031,德惠市建设街郭永山轿车维修部,101半钢外胎,PS21,14,轿车,185/70R14,佳安,4
2021-01,东北区,驾捷乐商贸,CKH0431031,德惠市建设街郭永山轿车维修部,101半钢外胎,PS21,15,轿车,185/60R15,佳安,12
2021-01,东北区,驾捷乐商贸,CKH0431031,德惠市建设街郭永山轿车维修部,101半钢外胎,PS21,15,轿车,185/65R15,佳安,4
2021-01,东北区,驾捷乐商贸,CKH0431031,德惠市建设街郭永山轿车维修部,101半钢外胎,PS21,15,轿车,195/55R15,佳安,4
2021-01,东北区,驾捷乐商贸,CKH0431031,德惠市建设街郭永山轿车维修部,101半钢外胎,PS21,15,轿车,195/60R15,佳安,4
2021-01,东北区,驾捷乐商贸,CKH0431031,德惠市建设街郭永山轿车维修部,101半钢外胎,PS21,15,轿车,195/65R15,佳安,8
2021-01,东北区,驾捷乐商贸,CKH0431031,德惠市建设街郭永山轿车维修部,101半钢外胎,PV600,14,小商用,175/70R14C LT,佳安,4
2021-01,东北区,驾捷乐商贸,CKH0431031,德惠市建设街郭永山轿车维修部,101半钢外胎,PX50,16,SUV,215/65R16,佳安,12
2021-01,东北区,驾捷乐商贸,CKH0431031,德惠市建设街郭永山轿车维修部,101半钢外胎,PX50,17,SUV,215/60R17,佳安,4
2021-01,东北区,驾捷乐商贸,CKH0431031,德惠市建设街郭永山轿车维修部,101半钢外胎,PX50,17,SUV,225/60R17,佳安,4
2021-01,东北区,驾捷乐商贸,CKH0431031,德惠市建设街郭永山轿车维修部,101半钢外胎,PX50,17,SUV,225/65R17,佳安,8
2021-01,东北区,驾捷乐商贸,CKH0431036,二道区风火轮汽车零配件处,101半钢外胎,PS Winter200,14,轿车,185/60R14,佳安,1
2021-01,东北区,驾捷乐商贸,CKH0431036,二道区风火轮汽车零配件处,101半钢外胎,PS Winter200,15,轿车,195/55R15,佳安,1
2021-01,东北区,驾捷乐商贸,CKH0431036,二道区风火轮汽车零配件处,101半钢外胎,PS Winter200,15,轿车,195/65R15,佳安,5
2021-01,东北区,驾捷乐商贸,CKH0431036,二道区风火轮汽车零配件处,101半钢外胎,PS Winter200,16,轿车,195/60R16,佳安,1
2021-01,东北区,驾捷乐商贸,CKH0431036,二道区风火轮汽车零配件处,101半钢外胎,PS Winter200,16,轿车,205/55R16,佳安,9
2021-01,东北区,驾捷乐商贸,CKH0431036,二道区风火轮汽车零配件处,101半钢外胎,PS10,17,无意义,235/55R17,佳安,4
2021-01,东北区,驾捷乐商贸,CKH0431036,二道区风火轮汽车零配件处,101半钢外胎,PS10,17,轿车,225/45R17,佳安,4
2021-01,东北区,驾捷乐商贸,CKH0431036,二道区风火轮汽车零配件处,101半钢外胎,PS10,18,轿车,225/45R18,佳安,2
2021-01,东北区,驾捷乐商贸,CKH0431036,二道区风火轮汽车零配件处,101半钢外胎,PS10,19,无意义,245/55R19,佳安,4
2021-01,东北区,驾捷乐商贸,CKH0431036,二道区风火轮汽车零配件处,101半钢外胎,PS10,19,轿车,235/55R19,佳安,4
2021-01,东北区,驾捷乐商贸,CKH0431036,二道区风火轮汽车零配件处,101半钢外胎,PS10,20,无意义,245/45R20,佳安,4
2021-01,东北区,驾捷乐商贸,CKH0431036,二道区风火轮汽车零配件处,101半钢外胎,PS10,20,无意义,255/45R20,佳安,4
2021-01,东北区,驾捷乐商贸,CKH0431036,二道区风火轮汽车零配件处,101半钢外胎,PS10,20,轿车,235/55R20,佳安,4
2021-01,东北区,驾捷乐商贸,CKH0431036,二道区风火轮汽车零配件处,101半钢外胎,PS10 RunFlat,18,SUV,255/55RF18,佳安,2
2021-01,东北区,驾捷乐商贸,CKH0431036,二道区风火轮汽车零配件处,101半钢外胎,PS20,16,无意义,205/65R16,佳安,4
2021-01,东北区,驾捷乐商贸,CKH0431036,二道区风火轮汽车零配件处,101半钢外胎,PS20,16,轿车,195/60R16,佳安,3
2021-01,东北区,驾捷乐商贸,CKH0431036,二道区风火轮汽车零配件处,101半钢外胎,PS20,16,轿车,205/55R16,佳安,120
2021-01,东北区,驾捷乐商贸,CKH0431036,二道区风火轮汽车零配件处,101半钢外胎,PS20,16,轿车,215/60R16,佳安,8
2021-01,东北区,驾捷乐商贸,CKH0431036,二道区风火轮汽车零配件处,101半钢外胎,PS20,17,轿车,215/50R17,佳安,8
2021-01,东北区,驾捷乐商贸,CKH0431036,二道区风火轮汽车零配件处,101半钢外胎,PS20,17,轿车,215/55R17,佳安,16
2021-01,东北区,驾捷乐商贸,CKH0431036,二道区风火轮汽车零配件处,101半钢外胎,PS20,17,轿车,225/50R17,佳安,4
2021-01,东北区,驾捷乐商贸,CKH0431036,二道区风火轮汽车零配件处,101半钢外胎,PS20,17,轿车,225/55R17,佳安,4
2021-01,东北区,驾捷乐商贸,CKH0431036,二道区风火轮汽车零配件处,101半钢外胎,PS21,13,轿车,155/65R13,佳安,4
2021-01,东北区,驾捷乐商贸,CKH0431036,二道区风火轮汽车零配件处,101半钢外胎,PS21,13,轿车,165/70R13,佳安,14
2021-01,东北区,驾捷乐商贸,CKH0431036,二道区风火轮汽车零配件处,101半钢外胎,PS21,14,轿车,175/65R14,佳安,8
2021-01,东北区,驾捷乐商贸,CKH0431036,二道区风火轮汽车零配件处,101半钢外胎,PS21,14,轿车,175/70R14,佳安,100
2021-01,东北区,驾捷乐商贸,CKH0431036,二道区风火轮汽车零配件处,101半钢外胎,PS21,14,轿车,185/60R14,佳安,41
2021-01,东北区,驾捷乐商贸,CKH0431036,二道区风火轮汽车零配件处,101半钢外胎,PS21,15,轿车,185/60R15,佳安,17
2021-01,东北区,驾捷乐商贸,CKH0431036,二道区风火轮汽车零配件处,101半钢外胎,PS21,15,轿车,185/65R15,佳安,21
2021-01,东北区,驾捷乐商贸,CKH0431036,二道区风火轮汽车零配件处,101半钢外胎,PS21,15,轿车,195/55R15,佳安,9
2021-01,东北区,驾捷乐商贸,CKH0431036,二道区风火轮汽车零配件处,101半钢外胎,PS21,15,轿车,195/60R15,佳安,13
2021-01,东北区,驾捷乐商贸,CKH0431036,二道区风火轮汽车零配件处,101半钢外胎,PS21,15,轿车,195/65R15,佳安,67
2021-01,东北区,驾捷乐商贸,CKH0431036,二道区风火轮汽车零配件处,101半钢外胎,PS21,15,轿车,205/65R15,佳安,4
2021-01,东北区,驾捷乐商贸,CKH0431036,二道区风火轮汽车零配件处,101半钢外胎,PV600,14,无意义,175/75R14C LT,佳安,4
2021-01,东北区,驾捷乐商贸,CKH0431036,二道区风火轮汽车零配件处,101半钢外胎,PV600,15,小商用,195/70R15C LT,佳安,4
2021-01,东北区,驾捷乐商贸,CKH0431036,二道区风火轮汽车零配件处,101半钢外胎,PV600,15,无意义,195R15C LT,佳安,4
2021-01,东北区,驾捷乐商贸,CKH0431036,二道区风火轮汽车零配件处,101半钢外胎,PV600A,13,小商用,165/70R13C LT,佳安,6
2021-01,东北区,驾捷乐商贸,CKH0431036,二道区风火轮汽车零配件处,101半钢外胎,PW4×4 PX70,16,4×4,LT235/70R16,佳安,4
2021-01,东北区,驾捷乐商贸,CKH0431036,二道区风火轮汽车零配件处,101半钢外胎,PW4×4 PX70,16,4×4,LT245/70R16,佳安,4
2021-01,东北区,驾捷乐商贸,CKH0431036,二道区风火轮汽车零配件处,101半钢外胎,PW4×4 PX70,17,4×4,LT265/65R17,佳安,4
2021-01,东北区,驾捷乐商贸,CKH0431036,二道区风火轮汽车零配件处,101半钢外胎,PX Winter500,16,SUV,235/70R16,佳安,2
2021-01,东北区,驾捷乐商贸,CKH0431036,二道区风火轮汽车零配件处,101半钢外胎,PX Winter500,17,SUV,215/60R17,佳安,2
2021-01,东北区,驾捷乐商贸,CKH0431036,二道区风火轮汽车零配件处,101半钢外胎,PX Winter500,17,SUV,225/65R17,佳安,13
2021-01,东北区,驾捷乐商贸,CKH0431036,二道区风火轮汽车零配件处,101半钢外胎,PX Winter500,17,SUV,235/65R17,佳安,4
2021-01,东北区,驾捷乐商贸,CKH0431036,二道区风火轮汽车零配件处,101半钢外胎,PX Winter500,18,SUV,215/55R18,佳安,1
2021-01,东北区,驾捷乐商贸,CKH0431036,二道区风火轮汽车零配件处,101半钢外胎,PX50,16,SUV,215/65R16,佳安,7
2021-01,东北区,驾捷乐商贸,CKH0431036,二道区风火轮汽车零配件处,101半钢外胎,PX50,17,SUV,215/60R17,佳安,12
2021-01,东北区,驾捷乐商贸,CKH0431036,二道区风火轮汽车零配件处,101半钢外胎,PX50,17,SUV,225/60R17,佳安,3
2021-01,东北区,驾捷乐商贸,CKH0431036,二道区风火轮汽车零配件处,101半钢外胎,PX50,17,SUV,225/65R17,佳安,85
2021-01,东北区,驾捷乐商贸,CKH0431036,二道区风火轮汽车零配件处,101半钢外胎,PX50,17,SUV,235/65R17,佳安,4
2021-01,东北区,驾捷乐商贸,CKH0431036,二道区风火轮汽车零配件处,101半钢外胎,PX50,18,SUV,215/55R18,佳安,1
2021-01,东北区,驾捷乐商贸,CKH0431036,二道区风火轮汽车零配件处,101半钢外胎,PX50,18,SUV,225/55R18,佳安,4
2021-01,东北区,驾捷乐商贸,CKH0431036,二道区风火轮汽车零配件处,101半钢外胎,PX50,18,SUV,235/50R18,佳安,2
2021-01,东北区,驾捷乐商贸,CKH0431036,二道区风火轮汽车零配件处,101半钢外胎,PX50,18,SUV,235/60R18,佳安,4
2021-01,东北区,驾捷乐商贸,CKH0431036,二道区风火轮汽车零配件处,101半钢外胎,PX50,18,无意义,225/60R18,佳安,8
2021-01,东北区,驾捷乐商贸,CKH0431036,二道区风火轮汽车零配件处,101半钢外胎,PX50,19,无意义,225/55R19,佳安,4
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PS Winter200,16,轿车,205/55R16,佳安,57
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PS10,17,无意义,235/55R17,佳安,24
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PS10,18,无意义,245/40R18,佳安,8
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PS10,18,轿车,225/45R18,佳安,20
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PS10,19,无意义,245/55R19,佳安,32
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PS10,19,无意义,255/55R19,佳安,8
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PS10,19,轿车,235/50R19,佳安,8
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PS10,19,轿车,235/55R19,佳安,8
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PS10,19,轿车,255/50R19,佳安,12
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PS10,20,无意义,245/45R20,佳安,8
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PS10,20,无意义,255/45R20,佳安,8
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PS10,20,轿车,235/55R20,佳安,8
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PS10,20,轿车,255/50R20,佳安,8
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PS10,21,无意义,275/45R21,佳安,8
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PS10 RunFlat,17,无意义,225/45RF17,佳安,12
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PS10 RunFlat,17,轿车,225/50RF17,佳安,16
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PS10 RunFlat,18,无意义,225/50RF18,佳安,8
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PS10 RunFlat,18,无意义,245/50RF18,佳安,4
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PS10 RunFlat,19,SUV,255/50RF19,佳安,4
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PS20,16,无意义,205/65R16,佳安,20
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PS20,16,无意义,225/55R16,佳安,20
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PS20,16,轿车,195/55R16,佳安,9
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PS20,16,轿车,195/60R16,佳安,20
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PS20,16,轿车,205/55R16,佳安,501
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PS20,16,轿车,205/60R16,佳安,40
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PS20,16,轿车,215/55R16,佳安,11
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PS20,16,轿车,215/60R16,佳安,50
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PS20,17,无意义,205/50R17,佳安,20
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PS20,17,轿车,215/55R17,佳安,30
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PS20,17,轿车,225/50R17,佳安,20
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PS20,17,轿车,225/55R17,佳安,20
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PS21,13,轿车,155/65R13,佳安,8
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PS21,13,轿车,165/70R13,佳安,57
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PS21,14,轿车,175/65R14,佳安,20
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PS21,14,轿车,175/70R14,佳安,30
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PS21,14,轿车,185/60R14,佳安,55
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PS21,14,轿车,185/65R14,佳安,30
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PS21,14,轿车,185/70R14,佳安,10
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PS21,14,轿车,195/60R14,佳安,8
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PS21,15,轿车,185/60R15,佳安,67
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PS21,15,轿车,185/65R15,佳安,78
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PS21,15,轿车,195/55R15,佳安,20
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PS21,15,轿车,195/60R15,佳安,69
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PS21,15,轿车,205/65R15,佳安,12
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PV600,14,小商用,175/70R14C LT,佳安,140
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PV600,14,小商用,185R14C LT,佳安,30
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PV600,14,无意义,165R14C LT,佳安,4
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PV600,14,无意义,175/75R14C LT,佳安,8
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PV600,15,小商用,185R15C LT,佳安,16
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PV600,15,小商用,195/70R15C LT,佳安,12
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PV600,15,无意义,195R15C LT,佳安,8
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PV600,16,无意义,215/75R16C LT,佳安,4
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PW4×4 PX70,15,4×4,LT215/75R15,佳安,3
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PW4×4 PX70,16,4×4,215/65R16,佳安,4
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PW4×4 PX70,16,4×4,LT235/70R16,佳安,8
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PW4×4 PX70,16,4×4,LT245/70R16,佳安,4
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PW4×4 PX70,16,4×4,LT265/70R16,佳安,4
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PW4×4 PX70,17,4×4,225/65R17,佳安,4
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PW4×4 PX70,17,4×4,235/65R17,佳安,4
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PW4×4 PX70,17,4×4,LT245/65R17,佳安,3
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PW4×4 PX70,17,4×4,LT265/65R17,佳安,3
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PW4×4 PX70,18,4×4,235/60R18,佳安,4
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PX Winter500,16,SUV,235/70R16,佳安,1
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PX Winter500,17,SUV,215/60R17,佳安,1
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PX Winter500,17,SUV,225/65R17,佳安,70
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PX Winter500,17,SUV,235/65R17,佳安,24
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PX50,16,SUV,215/65R16,佳安,25
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PX50,16,SUV,215/70R16,佳安,6
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PX50,17,SUV,215/60R17,佳安,10
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PX50,17,SUV,225/65R17,佳安,160
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PX50,17,SUV,235/65R17,佳安,17
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PX50,18,SUV,235/55R18,佳安,40
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PX50,18,SUV,235/60R18,佳安,10
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PX50,18,无意义,225/60R18,佳安,40
2021-01,东北区,驾捷乐商贸,CKH0451057,黑龙江恒达轮胎有限公司,101半钢外胎,PX50,19,无意义,225/55R19,佳安,12
2021-01,东北区,驾捷乐商贸,CKH0451064,黑龙江闻茂轮胎经销有限公司,101半钢外胎,PS10 RunFlat,17,轿车,225/50RF17,佳安,4
2021-01,东北区,驾捷乐商贸,CKH0451064,黑龙江闻茂轮胎经销有限公司,101半钢外胎,PS10 RunFlat,17,轿车,225/55RF17,佳安,4
2021-01,东北区,驾捷乐商贸,CKH0451064,黑龙江闻茂轮胎经销有限公司,101半钢外胎,PS20,16,轿车,205/55R16,佳安,80
2021-01,东北区,驾捷乐商贸,CKH0451064,黑龙江闻茂轮胎经销有限公司,101半钢外胎,PS20,16,轿车,215/60R16,佳安,24
2021-01,东北区,驾捷乐商贸,CKH0451064,黑龙江闻茂轮胎经销有限公司,101半钢外胎,PS20,17,轿车,225/50R17,佳安,16
2021-01,东北区,驾捷乐商贸,CKH0451064,黑龙江闻茂轮胎经销有限公司,101半钢外胎,PS20,17,轿车,225/55R17,佳安,7
2021-01,东北区,驾捷乐商贸,CKH0451064,黑龙江闻茂轮胎经销有限公司,101半钢外胎,PS21,13,轿车,165/70R13,佳安,40
2021-01,东北区,驾捷乐商贸,CKH0451064,黑龙江闻茂轮胎经销有限公司,101半钢外胎,PS21,14,轿车,175/70R14,佳安,228
2021-01,东北区,驾捷乐商贸,CKH0451064,黑龙江闻茂轮胎经销有限公司,101半钢外胎,PS21,15,轿车,185/60R15,佳安,8
2021-01,东北区,驾捷乐商贸,CKH0451064,黑龙江闻茂轮胎经销有限公司,101半钢外胎,PS21,15,轿车,195/65R15,佳安,62
2021-01,东北区,驾捷乐商贸,CKH0451064,黑龙江闻茂轮胎经销有限公司,101半钢外胎,PV600,13,小商用,165R13C LT,佳安,60
2021-01,东北区,驾捷乐商贸,CKH0451064,黑龙江闻茂轮胎经销有限公司,101半钢外胎,PV600,14,小商用,175/70R14C LT,佳安,20
2021-01,东北区,驾捷乐商贸,CKH0451064,黑龙江闻茂轮胎经销有限公司,101半钢外胎,PV600,14,小商用,185R14C LT,佳安,20
2021-01,东北区,驾捷乐商贸,CKH0451064,黑龙江闻茂轮胎经销有限公司,101半钢外胎,PV600,15,小商用,195/70R15C LT,佳安,1
2021-01,东北区,驾捷乐商贸,CKH0451064,黑龙江闻茂轮胎经销有限公司,101半钢外胎,PV600A,14,小商用,175/70R14C LT,佳安,40
2021-01,东北区,驾捷乐商贸,CKH0451064,黑龙江闻茂轮胎经销有限公司,101半钢外胎,PX Winter500,17,SUV,235/65R17,佳安,28
2021-01,东北区,驾捷乐商贸,CKH0451064,黑龙江闻茂轮胎经销有限公司,101半钢外胎,PX50,17,SUV,225/65R17,佳安,52
2021-01,东北区,驾捷乐商贸,CKH0476007,红山区鑫达轮胎经销处,101半钢外胎,PS20,16,轿车,195/60R16,佳安,4
2021-01,东北区,驾捷乐商贸,CKH0476007,红山区鑫达轮胎经销处,101半钢外胎,PS20,16,轿车,205/55R16,佳安,80
2021-01,东北区,驾捷乐商贸,CKH0476007,红山区鑫达轮胎经销处,101半钢外胎,PS20,16,轿车,205/60R16,佳安,5
2021-01,东北区,驾捷乐商贸,CKH0476007,红山区鑫达轮胎经销处,101半钢外胎,PS20,16,轿车,215/55R16,佳安,8
2021-01,东北区,驾捷乐商贸,CKH0476007,红山区鑫达轮胎经销处,101半钢外胎,PS20,16,轿车,215/60R16,佳安,5
2021-01,东北区,驾捷乐商贸,CKH0476007,红山区鑫达轮胎经销处,101半钢外胎,PS20,17,轿车,215/50R17,佳安,2
2021-01,东北区,驾捷乐商贸,CKH0476007,红山区鑫达轮胎经销处,101半钢外胎,PS20,17,轿车,215/55R17,佳安,4
2021-01,东北区,驾捷乐商贸,CKH0476007,红山区鑫达轮胎经销处,101半钢外胎,PS20,17,轿车,225/50R17,佳安,1
2021-01,东北区,驾捷乐商贸,CKH0476007,红山区鑫达轮胎经销处,101半钢外胎,PS20,17,轿车,225/55R17,佳安,1
2021-01,东北区,驾捷乐商贸,CKH0476007,红山区鑫达轮胎经销处,101半钢外胎,PS21,13,轿车,155/65R13,佳安,8
2021-01,东北区,驾捷乐商贸,CKH0476007,红山区鑫达轮胎经销处,101半钢外胎,PS21,13,轿车,165/70R13,佳安,16
