月描述,乘用销售区域,乘用销售分部,客户编码,客户名称,产品大类,花纹,轮辋（乘用）,车型,规格,品牌（中文）,销售订单数量
2020-12,华东二区,山东西,CKH0534008,德州经济技术开发区瑞途轮胎有限公司,101半钢外胎,GitiComfort 228,15,轿车,195/55R15,佳通,30
2020-12,华东二区,山东西,CKH0534008,德州经济技术开发区瑞途轮胎有限公司,101半钢外胎,GitiComfort 228,15,轿车,195/60R15,佳通,70
2020-12,华东二区,山东西,CKH0534008,德州经济技术开发区瑞途轮胎有限公司,101半钢外胎,GitiComfort 228,16,轿车,205/50R16,佳通,8
2020-12,华东二区,山东西,CKH0534008,德州经济技术开发区瑞途轮胎有限公司,101半钢外胎,GitiComfort 228,16,轿车,205/55R16,佳通,373
2020-12,华东二区,山东西,CKH0534008,德州经济技术开发区瑞途轮胎有限公司,101半钢外胎,GitiComfort 228v1,16,轿车,215/60R16,佳通,40
2020-12,华东二区,山东西,CKH0534008,德州经济技术开发区瑞途轮胎有限公司,101半钢外胎,GitiComfort 228v1,16,轿车,225/55ZR16,佳通,12
2020-12,华东二区,山东西,CKH0534008,德州经济技术开发区瑞途轮胎有限公司,101半钢外胎,GitiComfort 228v1,17,轿车,205/50R17,佳通,48
2020-12,华东二区,山东西,CKH0534008,德州经济技术开发区瑞途轮胎有限公司,101半钢外胎,GitiComfort 228v1,17,轿车,215/50R17,佳通,24
2020-12,华东二区,山东西,CKH0534008,德州经济技术开发区瑞途轮胎有限公司,101半钢外胎,GitiComfort 228v1,17,轿车,225/55R17,佳通,24
2020-12,华东二区,山东西,CKH0534008,德州经济技术开发区瑞途轮胎有限公司,101半钢外胎,GitiComfort 228v1,17,轿车,235/45ZR17,佳通,32
2020-12,华东二区,山东西,CKH0534008,德州经济技术开发区瑞途轮胎有限公司,101半钢外胎,GitiComfort 228v1,17,轿车,235/50R17,佳通,4
2020-12,华东二区,山东西,CKH0534008,德州经济技术开发区瑞途轮胎有限公司,101半钢外胎,GitiComfort 228v1,18,轿车,245/45R18,佳通,16
2020-12,华东二区,山东西,CKH0534008,德州经济技术开发区瑞途轮胎有限公司,101半钢外胎,GitiComfort 520V1,21,SUV,255/45R21,佳通,5
2020-12,华东二区,山东西,CKH0534008,德州经济技术开发区瑞途轮胎有限公司,101半钢外胎,GitiComfort F22,16,轿车,205/55R16,佳通,28
2020-12,华东二区,山东西,CKH0534008,德州经济技术开发区瑞途轮胎有限公司,101半钢外胎,GitiComfort F22,16,轿车,215/60R16,佳通,4
2020-12,华东二区,山东西,CKH0534008,德州经济技术开发区瑞途轮胎有限公司,101半钢外胎,GitiComfort F22,17,轿车,215/55R17,佳通,8
2020-12,华东二区,山东西,CKH0534008,德州经济技术开发区瑞途轮胎有限公司,101半钢外胎,GitiComfort F22,17,轿车,225/55R17,佳通,4
2020-12,华东二区,山东西,CKH0534008,德州经济技术开发区瑞途轮胎有限公司,101半钢外胎,GitiComfort F22,18,轿车,235/50R18,佳通,12
2020-12,华东二区,山东西,CKH0534008,德州经济技术开发区瑞途轮胎有限公司,101半钢外胎,GitiComfort F50,17,SUV,225/65R17,佳通,16
2020-12,华东二区,山东西,CKH0534008,德州经济技术开发区瑞途轮胎有限公司,101半钢外胎,GitiComfort F50,20,SUV,255/45R20,佳通,4
2020-12,华东二区,山东西,CKH0534008,德州经济技术开发区瑞途轮胎有限公司,101半钢外胎,GitiComfort SUV 520,16,SUV,215/65R16,佳通,4
2020-12,华东二区,山东西,CKH0534008,德州经济技术开发区瑞途轮胎有限公司,101半钢外胎,GitiComfort T20,13,轿车,155/65R13,佳通,20
2020-12,华东二区,山东西,CKH0534008,德州经济技术开发区瑞途轮胎有限公司,101半钢外胎,GitiComfort T20,13,轿车,165/65R13,佳通,20
2020-12,华东二区,山东西,CKH0534008,德州经济技术开发区瑞途轮胎有限公司,101半钢外胎,GitiComfort T20,13,轿车,175/60R13,佳通,20
2020-12,华东二区,山东西,CKH0534008,德州经济技术开发区瑞途轮胎有限公司,101半钢外胎,GitiComfort T20,14,轿车,165/60R14,佳通,10
2020-12,华东二区,山东西,CKH0534008,德州经济技术开发区瑞途轮胎有限公司,101半钢外胎,GitiComfort T20,14,轿车,165/70R14,佳通,20
2020-12,华东二区,山东西,CKH0534008,德州经济技术开发区瑞途轮胎有限公司,101半钢外胎,GitiComfort T20,14,轿车,175/60R14,佳通,14
2020-12,华东二区,山东西,CKH0534008,德州经济技术开发区瑞途轮胎有限公司,101半钢外胎,GitiComfort T20,14,轿车,175/65R14,佳通,21
2020-12,华东二区,山东西,CKH0534008,德州经济技术开发区瑞途轮胎有限公司,101半钢外胎,GitiComfort T20,14,轿车,185/60R14,佳通,21
2020-12,华东二区,山东西,CKH0534008,德州经济技术开发区瑞途轮胎有限公司,101半钢外胎,GitiComfort T20,14,轿车,185/65R14,佳通,147
2020-12,华东二区,山东西,CKH0534008,德州经济技术开发区瑞途轮胎有限公司,101半钢外胎,GitiComfort T20,14,轿车,185/70R14,佳通,42
2020-12,华东二区,山东西,CKH0534008,德州经济技术开发区瑞途轮胎有限公司,101半钢外胎,GitiComfort T20,15,轿车,185/55R15,佳通,2
2020-12,华东二区,山东西,CKH0534008,德州经济技术开发区瑞途轮胎有限公司,101半钢外胎,GitiComfort T20,15,轿车,185/60R15,佳通,10
2020-12,华东二区,山东西,CKH0534008,德州经济技术开发区瑞途轮胎有限公司,101半钢外胎,GitiComfort T20,15,轿车,185/65R15,佳通,13
2020-12,华东二区,山东西,CKH0534008,德州经济技术开发区瑞途轮胎有限公司,101半钢外胎,GitiComfort T20,15,轿车,195/55R15,佳通,5
2020-12,华东二区,山东西,CKH0534008,德州经济技术开发区瑞途轮胎有限公司,101半钢外胎,GitiControl 288 RunFlat,17,轿车,225/45RF17,佳通,3
2020-12,华东二区,山东西,CKH0534008,德州经济技术开发区瑞途轮胎有限公司,101半钢外胎,GitiControl 288 RunFlat,18,轿车,225/40RF18,佳通,1
2020-12,华东二区,山东西,CKH0534008,德州经济技术开发区瑞途轮胎有限公司,101半钢外胎,GitiControl 288 RunFlat,18,轿车,245/45ZRF18,佳通,8
2020-12,华东二区,山东西,CKH0534008,德州经济技术开发区瑞途轮胎有限公司,101半钢外胎,GitiSynergy E1,15,轿车,185/60R15,佳通,20
2020-12,华东二区,山东西,CKH0534008,德州经济技术开发区瑞途轮胎有限公司,101半钢外胎,GitiSynergy E1,15,轿车,185/65R15,佳通,20
2020-12,华东二区,山东西,CKH0534008,德州经济技术开发区瑞途轮胎有限公司,101半钢外胎,GitiSynergy E1,15,轿车,195/55R15,佳通,4
2020-12,华东二区,山东西,CKH0534008,德州经济技术开发区瑞途轮胎有限公司,101半钢外胎,GitiSynergy E1,15,轿车,195/60R15,佳通,28
2020-12,华东二区,山东西,CKH0534008,德州经济技术开发区瑞途轮胎有限公司,101半钢外胎,GitiSynergy E1,15,轿车,195/65R15,佳通,20
2020-12,华东二区,山东西,CKH0534008,德州经济技术开发区瑞途轮胎有限公司,101半钢外胎,GitiSynergy E1,16,轿车,205/55R16,佳通,40
2020-12,华东二区,山东西,CKH0534008,德州经济技术开发区瑞途轮胎有限公司,101半钢外胎,GitiSynergy E1,16,轿车,205/60R16,佳通,4
2020-12,华东二区,山东西,CKH0534008,德州经济技术开发区瑞途轮胎有限公司,101半钢外胎,GitiTaxi 900,14,轿车,185/60R14,佳通,84
2020-12,华东二区,山东西,CKH0534008,德州经济技术开发区瑞途轮胎有限公司,101半钢外胎,GitiVan 600,13,小商用,155R13C LT,佳通,20
2020-12,华东二区,山东西,CKH0534008,德州经济技术开发区瑞途轮胎有限公司,101半钢外胎,GitiVan 600,13,小商用,175R13C LT,佳通,4
2020-12,华东二区,山东西,CKH0534008,德州经济技术开发区瑞途轮胎有限公司,101半钢外胎,GitiVan 600,15,小商用,205/70R15C LT,佳通,8
2020-12,华东二区,山东西,CKH0534008,德州经济技术开发区瑞途轮胎有限公司,101半钢外胎,GitiVan 600,16,小商用,215/75R16LT,佳通,10
2020-12,华东二区,山东西,CKH0534008,德州经济技术开发区瑞途轮胎有限公司,101半钢外胎,GitiVan 600V1,14,小商用,175R14C LT,佳通,15
2020-12,华东二区,山东西,CKH0534008,德州经济技术开发区瑞途轮胎有限公司,101半钢外胎,GitiVan 600V1,16,小商用,195/75R16C LT,佳通,4
2020-12,华东二区,山东西,CKH0534008,德州经济技术开发区瑞途轮胎有限公司,101半钢外胎,GitiWingro,14,轿车,175/65R14,佳通,63
2020-12,华东二区,山东西,CKH0534008,德州经济技术开发区瑞途轮胎有限公司,101半钢外胎,GitiWingro,15,轿车,205/70R15,佳通,10
2020-12,华东二区,山东西,CKH0534008,德州经济技术开发区瑞途轮胎有限公司,101半钢外胎,GitiWingro,15,轿车,215/65R15,佳通,4
2020-12,华东二区,山东西,CKH0534008,德州经济技术开发区瑞途轮胎有限公司,101半钢外胎,MAXWAY,15,4×4,215/75R15,佳通,10
2020-12,华东二区,山东西,CKH0534008,德州经济技术开发区瑞途轮胎有限公司,101半钢外胎,SAVERO HT PLUS,17,4×4,265/65R17,佳通,4
2020-12,华东二区,山东西,CKH0534008,德州经济技术开发区瑞途轮胎有限公司,101半钢外胎,WINGRO,13,轿车,155/65R13,佳通,20
2020-12,华东二区,山东西,CKH0537051,济宁市信保伟业商贸有限公司,101半钢外胎,GitiComfort 220 v1,14,轿车,175/70R14,佳通,840
2020-12,华东二区,山东西,CKH0537051,济宁市信保伟业商贸有限公司,101半钢外胎,GitiComfort 228,15,轿车,185/65R15,佳通,800
2020-12,华东二区,山东西,CKH0537051,济宁市信保伟业商贸有限公司,101半钢外胎,GitiComfort 228,16,轿车,195/55R16,佳通,100
2020-12,华东二区,山东西,CKH0537051,济宁市信保伟业商贸有限公司,101半钢外胎,GitiComfort 228,16,轿车,205/55R16,佳通,207
2020-12,华东二区,山东西,CKH0537051,济宁市信保伟业商贸有限公司,101半钢外胎,GitiComfort 228v1,16,轿车,205/65R16,佳通,8
2020-12,华东二区,山东西,CKH0537051,济宁市信保伟业商贸有限公司,101半钢外胎,GitiComfort 228v1,16,轿车,215/60R16,佳通,24
2020-12,华东二区,山东西,CKH0537051,济宁市信保伟业商贸有限公司,101半钢外胎,GitiComfort 228v1,16,轿车,225/55ZR16,佳通,4
2020-12,华东二区,山东西,CKH0537051,济宁市信保伟业商贸有限公司,101半钢外胎,GitiComfort 228v1,17,轿车,205/50R17,佳通,8
2020-12,华东二区,山东西,CKH0537051,济宁市信保伟业商贸有限公司,101半钢外胎,GitiComfort 228v1,17,轿车,215/50R17,佳通,36
2020-12,华东二区,山东西,CKH0537051,济宁市信保伟业商贸有限公司,101半钢外胎,GitiComfort 228v1,17,轿车,225/55R17,佳通,24
2020-12,华东二区,山东西,CKH0537051,济宁市信保伟业商贸有限公司,101半钢外胎,GitiComfort 228v1,17,轿车,235/45ZR17,佳通,12
2020-12,华东二区,山东西,CKH0537051,济宁市信保伟业商贸有限公司,101半钢外胎,GitiComfort 228v1,18,轿车,245/45R18,佳通,8
2020-12,华东二区,山东西,CKH0537051,济宁市信保伟业商贸有限公司,101半钢外胎,GitiComfort F22,16,轿车,205/55R16,佳通,60
2020-12,华东二区,山东西,CKH0537051,济宁市信保伟业商贸有限公司,101半钢外胎,GitiComfort F22,17,轿车,215/50R17,佳通,4
2020-12,华东二区,山东西,CKH0537051,济宁市信保伟业商贸有限公司,101半钢外胎,GitiComfort F22,17,轿车,215/55R17,佳通,40
2020-12,华东二区,山东西,CKH0537051,济宁市信保伟业商贸有限公司,101半钢外胎,GitiComfort F50,19,SUV,235/50R19,佳通,2
2020-12,华东二区,山东西,CKH0537051,济宁市信保伟业商贸有限公司,101半钢外胎,GitiComfort SUV 520,17,SUV,215/60R17,佳通,-100
2020-12,华东二区,山东西,CKH0537051,济宁市信保伟业商贸有限公司,101半钢外胎,GitiComfort SUV 520,17,SUV,225/65R17,佳通,100
2020-12,华东二区,山东西,CKH0537051,济宁市信保伟业商贸有限公司,101半钢外胎,GitiComfort SUV 520,18,SUV,225/60R18,佳通,40
2020-12,华东二区,山东西,CKH0537051,济宁市信保伟业商贸有限公司,101半钢外胎,GitiComfort T20,12,轿车,145/70R12,佳通,6
2020-12,华东二区,山东西,CKH0537051,济宁市信保伟业商贸有限公司,101半钢外胎,GitiComfort T20,13,轿车,165/65R13,佳通,20
2020-12,华东二区,山东西,CKH0537051,济宁市信保伟业商贸有限公司,101半钢外胎,GitiComfort T20,14,轿车,165/60R14,佳通,40
2020-12,华东二区,山东西,CKH0537051,济宁市信保伟业商贸有限公司,101半钢外胎,GitiComfort T20,15,轿车,175/60R15,佳通,5
2020-12,华东二区,山东西,CKH0537051,济宁市信保伟业商贸有限公司,101半钢外胎,GitiConquest HT150,16,4×4,245/70R16,佳通,5
2020-12,华东二区,山东西,CKH0537051,济宁市信保伟业商贸有限公司,101半钢外胎,GitiControl 288,17,轿车,225/45R17,佳通,4
2020-12,华东二区,山东西,CKH0537051,济宁市信保伟业商贸有限公司,101半钢外胎,GitiControl 288,17,轿车,225/55R17,佳通,12
2020-12,华东二区,山东西,CKH0537051,济宁市信保伟业商贸有限公司,101半钢外胎,GitiControl 288,18,轿车,235/55ZR18,佳通,4
2020-12,华东二区,山东西,CKH0537051,济宁市信保伟业商贸有限公司,101半钢外胎,GitiControl 288,18,轿车,255/40R18,佳通,4
2020-12,华东二区,山东西,CKH0537051,济宁市信保伟业商贸有限公司,101半钢外胎,GitiControl 288,18,轿车,255/45ZR18,佳通,4
2020-12,华东二区,山东西,CKH0537051,济宁市信保伟业商贸有限公司,101半钢外胎,GitiControl 288,19,轿车,245/45ZR19,佳通,6
2020-12,华东二区,山东西,CKH0537051,济宁市信保伟业商贸有限公司,101半钢外胎,GitiControl 288 RunFlat,19,轿车,245/45ZRF19,佳通,4
2020-12,华东二区,山东西,CKH0537051,济宁市信保伟业商贸有限公司,101半钢外胎,GitiControl P80,19,SUV,255/55R19,佳通,4
2020-12,华东二区,山东西,CKH0537051,济宁市信保伟业商贸有限公司,101半钢外胎,GitiSynergy E1,15,轿车,185/65R15,佳通,36
2020-12,华东二区,山东西,CKH0537051,济宁市信保伟业商贸有限公司,101半钢外胎,GitiSynergy E1,15,轿车,195/65R15,佳通,48
2020-12,华东二区,山东西,CKH0537051,济宁市信保伟业商贸有限公司,101半钢外胎,GitiTaxi 900,15,轿车,185/65R15,佳通,20
2020-12,华东二区,山东西,CKH0537051,济宁市信保伟业商贸有限公司,101半钢外胎,GitiVan 600,13,小商用,155R13C LT,佳通,20
2020-12,华东二区,山东西,CKH0537051,济宁市信保伟业商贸有限公司,101半钢外胎,GitiWingro,14,轿车,175/65R14,佳通,63
2020-12,华东二区,山东西,CKH0538020,泰安松润商贸有限公司,101半钢外胎,ADVENTURO A/T,16,4×4,LT265/75R16,佳通,100
2020-12,华东二区,山东西,CKH0538020,泰安松润商贸有限公司,101半钢外胎,Giti4×4 HT152,18,4×4,235/50R18,佳通,8
2020-12,华东二区,山东西,CKH0538020,泰安松润商贸有限公司,101半钢外胎,Giti4×4 HT152,19,4×4,245/55R19,佳通,6
2020-12,华东二区,山东西,CKH0538020,泰安松润商贸有限公司,101半钢外胎,GitiComfort 225,16,轿车,215/65R16,佳通,24
2020-12,华东二区,山东西,CKH0538020,泰安松润商贸有限公司,101半钢外胎,GitiComfort 228,15,轿车,185/60R15,佳通,20
2020-12,华东二区,山东西,CKH0538020,泰安松润商贸有限公司,101半钢外胎,GitiComfort 228,15,轿车,185/65R15,佳通,20
2020-12,华东二区,山东西,CKH0538020,泰安松润商贸有限公司,101半钢外胎,GitiComfort 228,15,轿车,195/55R15,佳通,20
2020-12,华东二区,山东西,CKH0538020,泰安松润商贸有限公司,101半钢外胎,GitiComfort 228,15,轿车,195/60R15,佳通,20
2020-12,华东二区,山东西,CKH0538020,泰安松润商贸有限公司,101半钢外胎,GitiComfort 228,15,轿车,195/65R15,佳通,20
2020-12,华东二区,山东西,CKH0538020,泰安松润商贸有限公司,101半钢外胎,GitiComfort 228,16,轿车,195/55R16,佳通,400
2020-12,华东二区,山东西,CKH0538020,泰安松润商贸有限公司,101半钢外胎,GitiComfort 228,16,轿车,205/55R16,佳通,300
2020-12,华东二区,山东西,CKH0538020,泰安松润商贸有限公司,101半钢外胎,GitiComfort 228v1,17,轿车,205/50R17,佳通,96
2020-12,华东二区,山东西,CKH0538020,泰安松润商贸有限公司,101半钢外胎,GitiComfort 228v1,17,轿车,215/45R17,佳通,8
2020-12,华东二区,山东西,CKH0538020,泰安松润商贸有限公司,101半钢外胎,GitiComfort 228v1,17,轿车,215/50R17,佳通,10
2020-12,华东二区,山东西,CKH0538020,泰安松润商贸有限公司,101半钢外胎,GitiComfort 228v1,17,轿车,235/50R17,佳通,8
2020-12,华东二区,山东西,CKH0538020,泰安松润商贸有限公司,101半钢外胎,GitiComfort F22,16,轿车,205/55R16,佳通,42
2020-12,华东二区,山东西,CKH0538020,泰安松润商贸有限公司,101半钢外胎,GitiComfort F22,16,轿车,205/60R16,佳通,8
2020-12,华东二区,山东西,CKH0538020,泰安松润商贸有限公司,101半钢外胎,GitiComfort F22,16,轿车,205/65R16,佳通,4
2020-12,华东二区,山东西,CKH0538020,泰安松润商贸有限公司,101半钢外胎,GitiComfort F22,16,轿车,215/60R16,佳通,8
2020-12,华东二区,山东西,CKH0538020,泰安松润商贸有限公司,101半钢外胎,GitiComfort F22,17,轿车,205/50R17,佳通,4
2020-12,华东二区,山东西,CKH0538020,泰安松润商贸有限公司,101半钢外胎,GitiComfort F22,17,轿车,215/50R17,佳通,16
2020-12,华东二区,山东西,CKH0538020,泰安松润商贸有限公司,101半钢外胎,GitiComfort F22,17,轿车,215/55R17,佳通,40
2020-12,华东二区,山东西,CKH0538020,泰安松润商贸有限公司,101半钢外胎,GitiComfort F22,17,轿车,225/45R17,佳通,8
2020-12,华东二区,山东西,CKH0538020,泰安松润商贸有限公司,101半钢外胎,GitiComfort F22,17,轿车,225/55R17,佳通,16
2020-12,华东二区,山东西,CKH0538020,泰安松润商贸有限公司,101半钢外胎,GitiComfort F22,18,轿车,225/40R18,佳通,4
2020-12,华东二区,山东西,CKH0538020,泰安松润商贸有限公司,101半钢外胎,GitiComfort F22,18,轿车,225/45R18,佳通,4
2020-12,华东二区,山东西,CKH0538020,泰安松润商贸有限公司,101半钢外胎,GitiComfort F22,18,轿车,235/45R18,佳通,4
2020-12,华东二区,山东西,CKH0538020,泰安松润商贸有限公司,101半钢外胎,GitiComfort F50,16,SUV,215/65R16,佳通,4
2020-12,华东二区,山东西,CKH0538020,泰安松润商贸有限公司,101半钢外胎,GitiComfort F50,17,SUV,215/60R17,佳通,3
